name	term	lev	seq	value
"phosphotransferase activity, phosphate group as acceptor"	GO:0016776	2	isogroup57196	0.469973565286063
"phosphotransferase activity, phosphate group as acceptor"	GO:0016776	2	isogroup180592	0.831363245390944
"phosphotransferase activity, phosphate group as acceptor"	GO:0016776	2	isogroup244446	-0.301354577941753
"phosphotransferase activity, phosphate group as acceptor"	GO:0016776	2	isogroup42200	-1.03411838945371
"phosphotransferase activity, phosphate group as acceptor"	GO:0016776	2	isogroup161672	1.06044798692111
"cysteine-type endopeptidase activity"	GO:0004197	6	isogroup201833	2.58936812609527
"cysteine-type endopeptidase activity"	GO:0004197	6	isogroup45948	-3.04536376667017
"cysteine-type endopeptidase activity"	GO:0004197	6	isogroup81059	0.35871159486033
"cysteine-type endopeptidase activity"	GO:0004197	6	isogroup42879	-3.02066688492917
"cysteine-type endopeptidase activity"	GO:0004197	6	isogroup237403	0.492670579903303
"cysteine-type endopeptidase activity"	GO:0004197	6	isogroup114376	2.49270868653326
"cysteine-type endopeptidase activity"	GO:0004197	6	isogroup235957	0.230715952416657
"cysteine-type endopeptidase activity"	GO:0004197	6	isogroup257153	-1.96103791768843
"cysteine-type endopeptidase activity"	GO:0004197	6	isogroup44688	-0.9451557962346
"cysteine-type endopeptidase activity"	GO:0004197	6	isogroup189815	1.45976260866895
"cysteine-type endopeptidase activity"	GO:0004197	6	isogroup211218	2.05201579870347
"cysteine-type endopeptidase activity"	GO:0004197	6	isogroup54105	6.00301865249535
"cysteine-type endopeptidase activity"	GO:0004197	6	isogroup229476	0.239061868693305
"cysteine-type endopeptidase activity"	GO:0004197	6	isogroup218907	-2.84962591063181
"cysteine-type endopeptidase activity"	GO:0004197	6	isogroup114106	0.108196379588349
"cysteine-type endopeptidase activity"	GO:0004197	6	isogroup211542	1.45526893277241
"cysteine-type endopeptidase activity"	GO:0004197	6	isogroup153148	-0.690215180306803
"cysteine-type endopeptidase activity"	GO:0004197	6	isogroup166040	-1.07368890702515
"cysteine-type endopeptidase activity"	GO:0004197	6	isogroup164023	-1.60712750368993
"transferase activity, transferring glycosyl groups"	GO:0016757	3	isogroup183816	4.30152106247454
"transferase activity, transferring glycosyl groups"	GO:0016757	3	isogroup152369	-3.77884274956666
"transferase activity, transferring glycosyl groups"	GO:0016757	3	isogroup45812	-1.68781480580338
"transferase activity, transferring glycosyl groups"	GO:0016757	3	isogroup251358	-0.333442917835942
"transferase activity, transferring glycosyl groups"	GO:0016757	3	isogroup83979	0.566297371035559
"transferase activity, transferring glycosyl groups"	GO:0016757	3	isogroup191514	1.61753983600146
"transferase activity, transferring glycosyl groups"	GO:0016757	3	isogroup207102	1.67541093366196
"transferase activity, transferring glycosyl groups"	GO:0016757	3	isogroup265331	-0.579877051200385
"transferase activity, transferring glycosyl groups"	GO:0016757	3	isogroup40185	0.528393824022189
"transferase activity, transferring glycosyl groups"	GO:0016757	3	isogroup94072	-6.74926722851305
"transferase activity, transferring glycosyl groups"	GO:0016757	3	isogroup268684	-0.756670337296858
"transferase activity, transferring glycosyl groups"	GO:0016757	3	isogroup267473	-1.05433572420371
"transferase activity, transferring glycosyl groups"	GO:0016757	3	isogroup174782	0.795816028167309
"transferase activity, transferring glycosyl groups"	GO:0016757	3	isogroup153176	-0.299211597775047
"transferase activity, transferring glycosyl groups"	GO:0016757	3	isogroup43624	-0.553983351359298
"transferase activity, transferring glycosyl groups"	GO:0016757	3	isogroup195443	0.135594190384197
"transferase activity, transferring glycosyl groups"	GO:0016757	3	isogroup201887	0.393277714867186
"transferase activity, transferring glycosyl groups"	GO:0016757	3	isogroup114332	-0.113560165128314
"transferase activity, transferring glycosyl groups"	GO:0016757	3	isogroup265198	-1.37193411738365
"transferase activity, transferring glycosyl groups"	GO:0016757	3	isogroup119829	-0.384007437307701
"transferase activity, transferring glycosyl groups"	GO:0016757	3	isogroup230789	1.88206894500416
"transferase activity, transferring glycosyl groups"	GO:0016757	3	isogroup265801	1.60999498922624
"transferase activity, transferring glycosyl groups"	GO:0016757	3	isogroup194210	-1.13192913009875
"transferase activity, transferring glycosyl groups"	GO:0016757	3	isogroup119742	-0.426379496094328
"transferase activity, transferring glycosyl groups"	GO:0016757	3	isogroup197090	1.23110192634017
"transferase activity, transferring glycosyl groups"	GO:0016757	3	isogroup188538	-0.273366008778093
